Site,Tunnel,System Type,PE Type,MSC ,ICR-2,ICR -3,LED ,VMS,CLV490 ,CLV690,Mirror Type,CLV Setup,SOPAS,Scale Installed,MSC ETH1               IP,MSC ETH1        Mask,MSC ETH1 Gateway,MSC ETH2               IP,MSC ETH2        Mask,MSC ETH2 Gateway,SNTP IP,Solution Server   IP,Solution Server Mask,Solution Server Gateway,Solution Server SNTP IP,Hard Drives,Solution Server Image,Solution Server Software
RICH,SS1 ,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.83.184.196,255.255.254.0,10.83.184.1,10.83.185.196,255.255.254.0,10.83.184.1,10.83.184.1,10.83.179.111,255.255.254.0,10.83.178.1,10.83.184.1,,9193313_04,1.3.0.1.RC
RKIS,SS01,ICR,,,,,,,,,,,,,10.111.120.196,255.255.254.0,10.111.120.1,10.111.121.196,255.255.254.0,10.111.120.1,,10.111.115.111,255.255.254.0,10.111.114.1,,,,
RKIS,SS02,ICR,,,,,,,,,,,,,10.111.120.197,255.255.254.0,10.111.120.1,10.111.121.197,255.255.254.0,10.111.120.1,,10.111.115.112,255.255.254.0,10.111.114.1,,,,
RLTO,PS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.79.44.186,255.255.255.0,10.79.44.1,10.79.45.186,255.255.255.0,10.79.44.1,10.79.32.1,10.79.35.101,255.255.254.0,10.79.34.1,10.79.32.1,,9193313_04,1.3.0.1.RC
RLTO,PS2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.79.44.187,255.255.255.0,10.79.44.1,10.79.45.187,255.255.255.0,10.79.44.1,10.79.32.1,10.79.35.102,255.255.254.0,10.79.34.1,10.79.32.1,,9193313_04,1.3.0.1.RC
RLTO,PS3,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.79.44.188,255.255.255.0,10.79.44.1,10.79.45.188,255.255.255.0,10.79.44.1,10.79.32.1,10.79.35.103,255.255.254.0,10.79.34.1,10.79.32.1,,9193313_04,1.3.0.1.RC
RLTO,PS4,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.79.44.189,255.255.255.0,10.79.44.1,10.79.45.189,255.255.255.0,10.79.44.1,10.79.32.1,10.79.35.104,255.255.254.0,10.79.34.1,10.79.32.1,,9193313_04,1.3.0.1.RC
RLTO,PS5,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.79.44.190,255.255.255.0,10.79.44.1,10.79.45.190,255.255.255.0,10.79.44.1,10.79.32.1,10.79.35.105,255.255.254.0,10.79.34.1,10.79.32.1,,9193313_04,1.3.0.1.RC
RLTO,PS6,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.79.44.185,255.255.254.0,10.79.44.1,10.79.45.185,255.255.254.0,10.79.44.1,10.79.32.1,10.79.34.100,255.255.254.0,10.79.34.1,10.79.32.1,,9193313_04,1.3.0.1.RC
RLTO,PSR,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.79.44.195,255.255.255.0,10.79.44.1,10.79.45.195,255.255.255.0,10.79.44.1,10.79.32.1,10.79.35.110,255.255.254.0,10.79.34.1,10.79.32.1,,9193313_04,1.3.0.1.RC
RLTO,SSA1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.79.44.196,255.255.255.0,10.79.44.1,10.79.45.196,255.255.255.0,10.79.44.1,10.79.32.1,10.79.35.111,255.255.254.0,10.79.34.1,10.79.32.1,,9193313_04,1.3.0.1.RC
RLTO,SSA2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.79.44.197,255.255.255.0,10.79.44.1,10.79.45.197,255.255.255.0,10.79.44.1,10.79.32.1,10.79.35.112,255.255.254.0,10.79.34.1,10.79.32.1,,9193313_04,1.3.0.1.RC
RLTO,SSB1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.79.44.200,255.255.255.0,10.79.44.1,10.79.45.200,255.255.255.0,10.79.44.1,10.79.32.1,10.79.35.115,255.255.254.0,10.79.34.1,10.79.32.1,,9193313_04,1.3.0.1.RC
RLTO,SSB2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.79.44.201,255.255.255.0,10.79.44.1,10.79.45.201,255.255.255.0,10.79.44.1,10.79.32.1,10.79.35.116,255.255.254.0,10.79.34.1,10.79.32.1,,9193313_04,1.3.0.1.RC
RLTO,SSB3,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.79.44.202,255.255.255.0,10.79.44.1,10.79.45.202,255.255.255.0,10.79.44.1,10.79.32.1,10.79.35.117,255.255.254.0,10.79.34.1,10.79.32.1,,9193313_04,1.3.0.1.RC
RLTO,SSB4,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.79.44.203,255.255.255.0,10.79.44.1,10.79.45.203,255.255.255.0,10.79.44.1,10.79.32.1,10.79.35.118,255.255.254.0,10.79.34.1,10.79.32.1,,9193313_04,1.3.0.1.RC
RLTO,SSD1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.79.44.208,255.255.255.0,10.79.44.1,10.79.45.208,255.255.255.0,10.79.44.1,10.79.32.1,10.79.35.123,255.255.254.0,10.79.34.1,10.79.32.1,,9193313_04,1.3.0.1.RC
RLTO,SSD2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.79.44.209,255.255.255.0,10.79.44.1,10.79.45.209,255.255.255.0,10.79.44.1,10.79.32.1,10.79.35.124,255.255.254.0,10.79.34.1,10.79.32.1,,9193313_04,1.3.0.1.RC
RLTO,SSE1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.79.44.212,255.255.255.0,10.79.44.1,10.79.45.212,255.255.255.0,10.79.44.1,10.79.32.1,10.79.35.127,255.255.254.0,10.79.34.1,10.79.32.1,,9193313_04,1.3.0.1.RC
RLTO,SSE2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.79.44.213,255.255.255.0,10.79.44.1,10.79.45.213,255.255.255.0,10.79.44.1,10.79.32.1,10.79.35.128,255.255.254.0,10.79.34.1,10.79.32.1,,9193313_04,1.3.0.1.RC
ROSV,SS1,ICR,WL27,V 3.10.212           EPIC-2 CT                V 3.2,,V 4.0.3.19,V 1.49,S 2.52,,1.4.0.10,2073519,,2.38.3 ,Yes,10.84.200.196,255.255.254.0,10.84.200.1,10.84.201.196,255.255.254.0,10.84.200.1,10.84.200.1,10.84.195.111,255.255.254.0,10.84.194.1,10.84.194.1,,9193313_04,1.3.0.1.RC
ROSV,SS2,ICR,WL27,V 3.10.212           EPIC-2 CT                V 3.2,,V 4.0.3.19,V 1.49,S 2.52,,1.4.0.10,2073519,,2.38.3 ,Yes,10.84.200.197,255.255.254.0,10.84.200.1,10.84.201.197,255.255.254.0,10.84.200.1,10.84.200.1,10.84.195.112,255.255.254.0,10.84.194.1,10.84.194.1,,9193313_04,1.3.0.1.RC
SACR,PS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.65.108.186,255.255.255.0,10.65.108.1,10.65.109.186,255.255.255.0,10.65.108.1,10.65.96.1,10.65.99.101,255.255.254.0,10.65.98.1,10.65.96.1,,9193313_04,1.3.0.1.RC
SACR,PS2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.65.108.187,255.255.255.0,10.65.108.1,10.65.109.187,255.255.255.0,10.65.108.1,10.65.96.1,10.65.99.102,255.255.254.0,10.65.98.1,10.65.96.1,,9193313_04,1.3.0.1.RC
SACR,PS3,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.65.108.188,255.255.255.0,10.65.108.1,10.65.109.188,255.255.255.0,10.65.108.1,10.65.96.1,10.65.99.103,255.255.254.0,10.65.98.1,10.65.96.1,,9193313_04,1.3.0.1.RC
SACR,PS4,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.65.108.189,255.255.255.0,10.65.108.1,10.65.109.189,255.255.255.0,10.65.108.1,10.65.96.1,10.65.99.104,255.255.254.0,10.65.98.1,10.65.96.1,,9193313_04,1.3.0.1.RC
SACR,PS5,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.65.108.190,255.255.255.0,10.65.108.1,10.65.109.190,255.255.255.0,10.65.108.1,10.65.96.1,10.65.99.105,255.255.254.0,10.65.98.1,10.65.96.1,,9193313_04,1.3.0.1.RC
SACR,PS6,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.65.108.191,255.255.255.0,10.65.108.1,10.65.109.191,255.255.255.0,10.65.108.1,10.65.96.1,10.65.99.106,255.255.254.0,10.65.98.1,10.65.96.1,,9193313_04,1.3.0.1.RC
SACR,SS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.65.108.196,255.255.255.0,10.65.108.1,10.65.109.196,255.255.255.0,10.65.108.1,10.65.96.1,10.65.99.111,255.255.254.0,10.65.98.1,10.65.96.1,,9193313_04,1.3.0.1.RC
SACR,SS2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.65.108.197,255.255.255.0,10.65.108.1,10.65.109.197,255.255.255.0,10.65.108.1,10.65.96.1,10.65.99.112,255.255.254.0,10.65.98.1,10.65.96.1,,9193313_04,1.3.0.1.RC
SACR,SS3,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.65.108.198,255.255.255.0,10.65.108.1,10.65.109.198,255.255.255.0,10.65.108.1,10.65.96.1,10.65.99.113,255.255.254.0,10.65.98.1,10.65.96.1,,9193313_04,1.3.0.1.RC
SACR,SS4,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.65.108.199,255.255.255.0,10.65.108.1,10.65.109.199,255.255.255.0,10.65.108.1,10.65.96.1,10.65.99.114,255.255.254.0,10.65.98.1,10.65.96.1,,9193313_04,1.3.0.1.RC
SACR,SS5,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.65.108.200,255.255.255.0,10.65.108.1,10.65.109.200,255.255.255.0,10.65.108.1,10.65.96.1,10.65.99.115,255.255.254.0,10.65.98.1,10.65.96.1,,9193313_04,1.3.0.1.RC
SACR,SS6,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.65.108.201,255.255.255.0,10.65.108.1,10.65.109.201,255.255.255.0,10.65.108.1,10.65.96.1,10.65.99.116,255.255.254.0,10.65.98.1,10.65.96.1,,9193313_04,1.3.0.1.RC
SALT,PS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.68.108.186,255.255.255.0,10.68.108.1,10.68.109.186,255.255.255.0,10.68.108.1,10.68.96.1,10.68.99.101 ,255.255.254.0 ,10.68.98.1 ,10.68.96.1,,9193313_04,1.3.0.1.RC
SALT,PS2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.68.108.187,255.255.255.0,10.68.108.1,10.68.109.187,255.255.255.0,10.68.108.1,10.68.96.1,10.68.99.102 ,255.255.254.0 ,10.68.98.1 ,10.68.96.1,,9193313_04,1.3.0.1.RC
SALT,SSA1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.68.108.196,255.255.255.0,10.68.108.1,10.68.109.196,255.255.255.0,10.68.108.1,10.68.96.1,10.68.99.111 ,255.255.254.0 ,10.68.98.1 ,10.68.96.1,,9193313_04,1.3.0.1.RC
SALT,SSA2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.68.108.197,255.255.255.0,10.68.108.1,10.68.109.197,255.255.255.0,10.68.108.1,10.68.96.1,10.68.99.112 ,255.255.254.0 ,10.68.98.1 ,10.68.96.1,,9193313_04,1.3.0.1.RC
SANA,SS01,ICR,,,,,,,,,,,,,10.102.40.196 ,255.255.254.0,10.102.40.1,10.102.41.196,255.255.254.0,10.102.40.1,,10.102.35.111,255.255.254.0,10.102.34.1,,,,
SANA,SS02,ICR,,,,,,,,,,,,,10.102.40.197 ,255.255.254.0,10.102.40.1,10.102.41.197,255.255.254.0,10.102.40.1,,10.102.35.112,255.255.254.0,10.102.34.1,,,,
SCHG,SS1 ,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.67.8.196,255.255.254.0 ,10.67.8.1 ,10.67.9.196,255.255.254.0 ,10.67.8.1 ,10.67.8.1 ,10.67.3.110 ,255.255.254.0 ,10.67.2.1 ,10.67.2.1 ,,9193313_04,1.3.0.1.RC
SCHG,SS2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.67.8.197 ,255.255.254.0 ,10.67.8.1 ,10.67.9.197 ,255.255.254.0 ,10.67.8.1 ,10.67.8.1 ,10.67.3.111,255.255.254.0 ,10.67.2.1 ,10.67.2.1 ,,9193313_04,1.3.0.1.RC
SFRN,SS1,ICR,WL27,V 3.10.212           EPIC-2 CT                V 3.2,,V 4.0.3.19,V 1.49,S 2.52,,1.4.0.10,2073519,,2.38.3 ,Yes,10.85.184.196,255.255.254.0,10.85.184.1,10.85.185.196,255.255.254.0,10.85.184.1,10.85.184.1,10.85.179.111,255.255.254.0,10.85.178.1,10.85.178.1,,9193313_04,1.3.0.1.RC
SFRN,SS2,ICR,WL27,V 3.10.212           EPIC-2 CT                V 3.2,,V 4.0.3.19,V 1.49,S 2.52,,1.4.0.10,2073519,,2.38.3 ,Yes,10.85.184.197,255.255.254.0,10.85.184.1,10.85.185.197,255.255.254.0,10.85.184.1,10.85.184.1,10.85.179.112,255.255.254.0,10.85.178.1,10.85.178.1,,9193313_04,1.3.0.1.RC
SPAR,SS01,ICR,,,,,,,,,,,,,10.66.72.196,255.255.254.0,10.66.72.1,10.66.73.196,255.255.254.0,10.66.72.1,,10.66.67.111 ,255.255.254.0,10.66.66.1,,,,
SPAR,SS02,ICR,,,,,,,,,,,,,10.66.72.197,255.255.254.0,10.66.72.1,10.66.73.197,255.255.254.0,10.66.72.1,,10.66.67.112,255.255.254.0,10.66.66.1,,,,
SSTO,SS1,ICR,WL27,V 3.10.212           EPIC-2 CT                V 3.2,,V 4.0.3.19,V 1.49,S 2.52,,1.4.0.10,2073519,,2.38.3 ,Yes,10.65.136.196,255.255.254.0,10.65.136.1,10.65.137.196,255.255.254.0,10.65.136.1,10.65.136.1,10.65.131.111,255.255.254.0,10.65.130.1,10.65.130.1,,9193313_04,1.3.0.1.RC
SSTO,SS2,ICR,WL27,V 3.10.212           EPIC-2 CT                V 3.2,,V 4.0.3.19,V 1.49,S 2.52,,1.4.0.10,2073519,,2.38.3 ,Yes,10.65.136.197,255.255.254.0,10.83.136.1,10.65.137.197,255.255.254.0,10.83.136.1,10.65.136.1,10.65.131.112,255.255.254.0,10.65.130.1,10.65.130.1,,9193313_04,1.3.0.1.RC
STLO,SS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.69.248.196,255.255.255.0,10.69.248.1,10.69.249.196,255.255.255.0,10.69.248.1,10.69.240.1,10.69.243.111,  255.255.254.0,10.69.242.1,10.69.240.1,,9193313_04,1.3.0.1.RC
STLO,SS2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.69.248.197,255.255.255.0,10.69.248.1,10.69.249.197,255.255.255.0,10.69.248.1,10.69.240.1,10.69.243.112,  255.255.254.0,10.69.242.1,10.69.240.1,,9193313_04,1.3.0.1.RC
SWND,SS1 ,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.94.40.196,255.255.255.0 ,10.94.40.1,10.94.41.196,255.255.255.0 ,10.94.40.1,10.79.128.1,10.94.35.111,255.255.254.0 ,10.94.31.1,10.79.128.1,,9193313_04,1.3.0.1.RC
SWND,SS2 ,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.94.40.197,255.255.254.0 ,10.94.40.1,10.94.41.197,255.255.254.0 ,10.94.40.1,10.79.128.1,10.94.35.112,255.255.254.0 ,10.94.31.1,10.79.128.1,,9193313_04,1.3.0.1.RC
SYRA,PS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.68.60.186,255.255.255.0 ,10.68.60.1,10.68.61.186,255.255.255.0 ,10.68.60.1,10.68.48.1,10.68.51.101,255.255.254.0 ,10.68.50.1,10.68.48.1,,9193313_04,1.3.0.1.RC
SYRA,PS2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.68.60.187,255.255.255.0 ,10.68.60.1,10.68.61.187,255.255.255.0 ,10.68.60.1,10.68.48.1,10.68.51.102,255.255.254.0 ,10.68.50.1,10.68.48.1,,9193313_04,1.3.0.1.RC
SYRA,SS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.68.60.196,255.255.255.0 ,10.68.60.1,10.68.61.196,255.255.255.0 ,10.68.60.1,10.68.48.1,10.68.51.111,255.255.254.0 ,10.68.50.1,10.68.48.1,,9193313_04,1.3.0.1.RC
SYRA,SS2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.68.60.197,255.255.255.0 ,10.68.60.1,10.68.61.197,255.255.255.0 ,10.68.60.1,10.68.48.1,10.68.51.112,255.255.254.0 ,10.68.50.1,10.68.48.1,,9193313_04,1.3.0.1.RC
TAMP,SS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.86.232.196,255.255.254.0,10.86.232.1,10.86.233.196,255.255.254.0,10.86.232.1,10.86.224.1,10.86.227.111,255.255.254.0,10.86.226.1,10.86.224.1,,9193313_04,1.3.0.1.RC
TAMP,SS2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.86.232.197,255.255.254.0,10.86.232.1,10.86.233.197,255.255.254.0,10.86.232.1,10.86.224.1,10.86.227.112,255.255.254.0,10.86.226.1,10.86.224.1,,9193313_04,1.3.0.1.RC
WHLG,SS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.65.184.196,255.255.255.0,10.65.184.1,10.65.185.196,255.255.255.0,10.65.184.1,10.65.176.1,10.65.179.111,255.255.254.0,10.65.178.1,10.65.176.1,,9193313_04,1.3.0.1.RC
WHLG,SS2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.65.184.197,255.255.255.0,10.64.184.1,10.65.185.197,255.255.255.0,10.64.184.1,10.65.176.1,10.65.179.112,255.255.254.0,10.65.178.1,10.65.176.1,,9193313_04,1.3.0.1.RC
WOOD,PS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.79.140.186,255.255.255.0,10.79.140.1,10.79.141.186,255.255.255.0,10.79.140.1,10.79.128.1,10.79.131.151,255.255.254.0,10.79.130.1,10.79.128.1,2 TB,9234162_00,1.3.0.1.RC
WOOD,PS2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.79.140.187,255.255.255.0,10.79.140.1,10.79.141.187,255.255.255.0,10.79.140.1,10.79.128.1,10.79.131.153,255.255.254.0,10.79.130.1,10.79.128.1,2 TB,9234162_00,1.3.0.1.RC
WOOD,PS3,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.79.140.188,255.255.255.0,10.79.140.1,10.79.141.188,255.255.255.0,10.79.140.1,10.79.128.1,10.79.131.155,255.255.254.0,10.79.130.1,10.79.128.1,2 TB,9234162_00,1.3.0.1.RC
WOOD,PS4,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.79.140.189,255.255.255.0,10.79.140.1,110.79.141.189,255.255.255.0,10.79.140.1,10.79.128.1,10.79.131.157,255.255.254.0,10.79.130.1,10.79.128.1,2 TB,9234162_00,1.3.0.1.RC
WOOD,PS5,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.79.140.190,255.255.255.0,10.79.140.1,10.79.141.190,255.255.255.0,10.79.140.1,10.79.128.1,10.79.131.159,255.255.254.0,10.79.130.1,10.79.128.1,2 TB,9234162_00,1.3.0.1.RC
WOOD,PS6,ICR,WL27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.79.140.191,255.255.255.0,10.79.140.1,10.79.141.191,255.255.255.0,10.79.140.1,10.79.128.1,10.79.131.161,255.255.254.0,10.79.130.1,10.79.128.1,2 TB,9234162_00,1.3.0.1.RC
WOOD,PS07,ICR,WL27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.79.140.10,255.255.254.0,10.79.140.1,10.79.141.10,255.255.254.0,10.79.140.1,10.79.128.1,10.79.131.98,255.255.254.0,10.79.130.1,10.79.128.1,2 TB,9234162_00,1.3.0.1.RC
WOOD,PS08,ICR,WL27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.79.140.11,255.255.254.0,10.79.140.1,10.79.141.11,255.255.254.0,10.79.140.1,10.79.128.1,10.79.131.99,255.255.254.0,10.79.130.1,10.79.128.1,2 TB,9234162_00,1.3.0.1.RC
WOOD,PSR,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.79.140.195,255.255.255.0,10.79.140.1,10.79.141.195,255.255.255.0,10.79.140.1,10.79.128.1,10.79.131.163,255.255.254.0,10.79.130.1,10.79.128.1,2 TB,9234162_00,1.3.0.1.RC
WOOD,PSR2,ICR,WL27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.79.141.12,255.255.254.0,10.79.140.1,10.79.142.12,255.255.254.0,10.79.140.1,10.79.128.1,10.79.131.100,255.255.254.0,10.79.130.1,10.79.128.1,2 TB,9234162_00,1.3.0.1.RC
WOOD,SSA1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.79.140.196,255.255.255.0,10.79.140.1,10.79.141.196,255.255.255.0,10.79.140.1,10.79.128.1,10.79.131.165,255.255.254.0,10.79.130.1,10.79.128.1,2 TB,9234162_00,1.3.0.1.RC
