Site,Tunnel,System Type,PE Type,MSC ,ICR-2,ICR -3,LED ,VMS,CLV490 ,CLV690,Mirror Type,CLV Setup,SOPAS,Scale Installed,MSC ETH1               IP,MSC ETH1        Mask,MSC ETH1 Gateway,MSC ETH2               IP,MSC ETH2        Mask,MSC ETH2 Gateway,SNTP IP,Solution Server   IP,Solution Server Mask,Solution Server Gateway,Solution Server SNTP IP,Hard Drives,Solution Server Image,Solution Server Software
HAGE,PS4,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.92.248.189,255.255.254.0,10.92.248.1,10.92.249.189,255.255.254.0,10.92.248.1,10.92.240.1,10.92.243.104,255.255.254.0,10.92.242.1,10.92.240.1,,9193313_04,1.3.0.1.RC
HAGE,PS5,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.92.248.190,255.255.254.0,10.92.248.1,10.92.249.190,255.255.254.0,10.92.248.1,10.92.240.1,10.92.243.105,255.255.254.0,10.92.242.1,10.92.240.1,,9193313_04,1.3.0.1.RC
HAGE,PS6,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.92.248.191,255.255.254.0,10.92.248.1,10.92.249.191,255.255.254.0,10.92.248.1,10.92.240.1,10.92.243.106,255.255.254.0,10.92.242.1,10.92.240.1,,9193313_04,1.3.0.1.RC
HAGE,PS7,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,,V 4.0.3.19,V 1.49,S 2.52,,1.4.0.10,2073519,,2.38.3 ,Yes,10.92.248.192 ,255.255.254.0,10.92.248.1,10.92.249.192 ,255.255.254.0,10.92.248.1,10.92.240.1,10.92.243.107 ,255.255.254.0,10.92.243.1,10.92.240.1,,9193313_04,1.3.0.1.RC
HAGE,PSR,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.92.248.195,255.255.254.0,10.92.248.1,10.92.249.195,255.255.254.0,10.92.248.1,10.92.240.1,10.92.243.110,255.255.254.0,10.92.242.1,10.92.240.1,,9193313_04,1.3.0.1.RC
HAGE,SSA1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.92.248.196,255.255.254.0,10.92.248.1,10.92.249.196,255.255.254.0,10.92.248.1,10.92.240.1,10.92.243.111,255.255.254.0,10.92.242.1,10.92.240.1,,9193313_04,1.3.0.1.RC
HAGE,SSA2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.92.248.197,255.255.254.0,10.92.248.1,10.92.249.197,255.255.254.0,10.92.248.1,10.92.240.1,10.92.243.112,255.255.254.0,10.92.242.1,10.92.240.1,,9193313_04,1.3.0.1.RC
HAGE,SSA3,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.92.248.198,255.255.254.0,10.92.248.1,10.92.249.198,255.255.254.0,10.92.248.1,10.92.240.1,10.92.243.113,255.255.254.0,10.92.242.1,10.92.240.1,,9193313_04,1.3.0.1.RC
HAGE,SSB1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.92.248.200,255.255.254.0,10.92.248.1,10.92.249.200,255.255.254.0,10.92.248.1,10.92.240.1,10.92.243.115,255.255.254.0,10.92.242.1,10.92.240.1,,9193313_04,1.3.0.1.RC
HAGE,SSB2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.92.248.201,255.255.254.0,10.92.248.1,10.92.249.201,255.255.254.0,10.92.248.1,10.92.240.1,10.92.243.116,255.255.254.0,10.92.242.1,10.92.240.1,,9193313_04,1.3.0.1.RC
HAGE,SSB3,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.92.248.202,255.255.254.0,10.92.248.1,10.92.249.202,255.255.254.0,10.92.248.1,10.92.240.1,10.92.243.117,255.255.254.0,10.92.242.1,10.92.240.1,,9193313_04,1.3.0.1.RC
HAGE,SSC1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,,V 4.0.3.19,V 1.49,S 2.52,,1.4.0.10,2073519,,2.38.3 ,No,10.92.248.203,255.255.254.0,10.92.248.1 ,10.92.248.204,255.255.254.0,10.92.248.1 ,10.92.240.1,10.92.243.118,255.255.254.0,10.92.242.1 ,10.92.240.1,,9193313_04,1.3.0.1.RC
HAGE,SSC2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,,V 4.0.3.19,V 1.49,S 2.52,,1.4.0.10,2073519,,2.38.3 ,No,10.92.248.205,255.255.254.0,10.92.248.1 ,10.92.248.206,255.255.254.0,10.92.248.1 ,10.92.240.1,10.92.243.119,255.255.254.0,10.92.242.1 ,10.92.240.1,,9193313_04,1.3.0.1.RC
HART,PS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.64.204.186,255.255.254.0,10.64.204.1,10.64.205.186,255.255.254.0,10.64.204.1,10.64.192.1,10.64.195.101,255.255.254.0,10.64.194.1,10.64.192.1,,9193313_04,1.3.0.1.RC
HART,PS2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.64.204.187,255.255.254.0,10.64.204.1,10.64.205.187,255.255.254.0,10.64.204.1,10.64.192.1,10.64.195.102,255.255.254.0,10.64.194.1,10.64.192.1,,9193313_04,1.3.0.1.RC
HART,PS3,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.64.204.188,255.255.254.0,10.64.204.1,10.64.205.188,255.255.254.0,10.64.204.1,10.64.192.1,10.64.195.103,255.255.254.0,10.64.194.1,10.64.192.1,,9193313_04,1.3.0.1.RC
HART,PS4,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.64.204.189,255.255.254.0,10.64.204.1,10.64.205.189,255.255.254.0,10.64.204.1,10.64.192.1,10.64.195.104,255.255.254.0,10.64.194.1,10.64.192.1,,9193313_04,1.3.0.1.RC
HART,SS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.64.204.196,255.255.254.0,10.64.204.1,10.64.205.196,255.255.254.0,10.64.204.1,10.64.192.1,10.64.195.111,255.255.254.0,10.64.194.1,10.64.192.1,,9193313_04,1.3.0.1.RC
HART,SS2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.64.204.197,255.255.254.0,10.64.204.1,10.64.205.197,255.255.254.0,10.64.204.1,10.64.192.1,10.64.195.112,255.255.254.0,10.64.194.1,10.64.192.1,,9193313_04,1.3.0.1.RC
HART,SS3,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.64.204.198,255.255.254.0,10.64.204.1,10.64.205.198,255.255.254.0,10.64.204.1,10.64.192.1,10.64.195.113,255.255.254.0,10.64.194.1,10.64.192.1,,9193313_04,1.3.0.1.RC
HART,SS4,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.64.204.199,255.255.254.0,10.64.204.1,10.64.205.199,255.255.254.0,10.64.204.1,10.64.192.1,10.64.195.114,255.255.254.0,10.64.194.1,10.64.192.1,,9193313_04,1.3.0.1.RC
HART,SS5,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.64.204.200,255.255.254.0,10.64.204.1,10.64.205.200,255.255.254.0,10.64.204.1,10.64.192.1,10.64.195.115,255.255.255.0,10.64.194.1,10.64.192.1,,9193313_04,1.3.0.1.RC
HART,SS6,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.64.204.201,255.255.254.0,10.64.204.1,10.64.205.201,255.255.254.0,10.64.204.1,10.64.192.1,10.64.195.116,255.255.254.0,10.64.194.1,10.64.192.1,,9193313_04,1.3.0.1.RC
HRBG,3-2 Green-Outter,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.64.44.196,255.255.254.0,10.64.44.1,10.64.45.196,255.255.254.0,10.64.44.1,10.64.32.1,10.64.35.111,255.255.254.0,10.64.34.1,10.64.32.1,,9193313_04,1.3.0.1.RC
HRBG,3-1 Green-Inner,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.64.44.197,255.255.254.0,10.64.44.1,10.64.45.197,255.255.254.0,10.64.44.1,10.64.32.1,10.64.35.112,255.255.254.0,10.64.34.1,10.64.32.1,,9193313_04,1.3.0.1.RC
HRBG,2-2 Brown-Outter,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.64.44.198,255.255.254.0,10.64.44.1,10.64.45.198,255.255.254.0,10.64.44.1,10.64.32.1,10.64.35.113,255.255.254.0,10.64.34.1,10.64.32.1,,9193313_04,1.3.0.1.RC
HRBG,2-1 Brown-Inner,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.64.44.199,255.255.254.0,10.64.44.1,10.64.45.199,255.255.254.0,10.64.44.1,10.64.32.1,10.64.35.114,255.255.254.0,10.64.34.1,10.64.32.1,,9193313_04,1.3.0.1.RC
HRBG,1-1 Red-Inner,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.64.44.201,255.255.254.0,10.64.44.1,10.64.45.201,255.255.254.0,10.64.44.1,10.64.32.1,10.64.35.116,255.255.254.0,10.64.34.1,10.64.32.1,,9193313_04,1.3.0.1.RC
HRBG,1-2 Red-Outter ,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.64.44.202,255.255.254.0,10.64.44.1,10.64.45.202,255.255.254.0,10.64.44.1,10.64.32.1,10.64.35.117,255.255.254.0,10.64.34.1,10.64.32.1,,9193313_04,1.3.0.1.RC
IDST,SS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.85.8.196,255.255.255.0,10.85.8.1,10.85.9.196,255.255.255.0,10.85.8.1,10.85.0.1,10.85.3.111,255.255.254.0,10.85.2.1,10.85.0.1,,9193313_04,1.3.0.1.RC
IDST,SS2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.85.8.197,255.255.255.0,10.85.8.1,10.85.9.197,255.255.255.0,10.85.8.1,10.85.0.1,10.85.3.112,255.255.254.0,10.85.2.1,10.85.0.1,,9193313_04,1.3.0.1.RC
INDI,SS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.64.60.196,255.255.255.0,10.64.60.1,10.64.61.196,255.255.255.0,10.85.8.1,10.64.48.1,10.64.51.111,255.255.254.0,10.64.50.1,10.64.48.1,,9193313_04,1.3.0.1.RC
INDI,SS2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.64.60.197,255.255.255.0,10.64.60.1,10.64.61.197,255.255.255.0,10.85.8.1,10.64.48.1,10.64.51.112,255.255.254.0,10.64.50.1,10.64.48.1,,9193313_04,1.3.0.1.RC
IRVG,SS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.81.28.196,255.255.255.0,10.81.28.1,10.81.29.196,255.255.255.0,10.81.28.1,10.81.16.1,10.81.19.111,255.255.254.0,10.81.18.1,10.81.16.1,,9193313_04,1.3.0.1.RC
IRVG,SS2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.81.28.197,255.255.255.0,10.81.28.1,10.81.29.197,255.255.255.0,10.81.28.1,10.81.16.1,10.81.19.112,255.255.254.0,10.81.18.1,10.81.16.1,,9193313_04,1.3.0.1.RC
JKSV,SS01,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,,V 4.0.3.19,V 1.49,S 2.52,,1.4.0.10,2073519,,2.38.3 ,Yes,10.91.168.196,255.255.254.0,10.91.168.1,10.91.169.196,255.255.254.0,10.91.168.1,10.91.168.1,10.91.163.111,255.255.254.0,10.91.162.1,10.91.162.1,,9193313_03,1.3.0.1.RC
JKSV,SS02,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,,V 4.0.3.19,V 1.49,S 2.52,,1.4.0.10,2073519,,2.38.3 ,Yes,10.91.168.197,255.255.254.0,10.91.168.1,10.91.169.197,255.255.254.0,10.91.168.1,10.91.168.1,10.91.163.112,255.255.254.0,10.91.162.1,10.91.162.1,,9193313_03,1.3.0.1.RC
KCMO,LC1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.87.72.216,255.255.255.0,10.87.72.1,10.87.73.216,255.255.255.0,10.87.72.1,10.87.64.1,10.87.67.131,255.255.254.0,10.87.66.1,10.87.64.1,,9193313_04,1.3.0.1.RC
KCMO,LC2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.87.72.217,255.255.255.0,10.87.72.1,10.87.73.217,255.255.255.0,10.87.72.1,10.87.64.1,10.87.67.132,255.255.254.0,10.87.66.1,10.87.64.1,,9193313_04,1.3.0.1.RC
KCMO,PS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,,V 4.0.3.19,V 1.49,S 2.52,,1.4.0.10,2073519,,2.38.3 ,Yes,10.87.72.188,255.255.254.0,10.87.72.1,10.87.73.188,255.255.254.0,10.87.72.1,10.87.64.1,10.87.67.103,255.255.254.0,10.87.66.1,10.87.64.1,,9193313_05,1.3.0.1.RC
KCMO,PS2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.87.72.186,255.255.255.0,10.87.72.1,10.87.73.186,255.255.255.0,10.87.72.1,10.87.64.1,10.87.67.101,255.255.254.0,10.87.66.1,10.87.64.1,,9193313_04,1.3.0.1.RC
KCMO,PS3,,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,,V 4.0.3.19,V 1.49,S 2.52,,1.4.0.10,2073519,,2.38.3 ,Yes,10.87.72.189,255.255.254.0,10.87.72.1,10.87.73.189,255.255.254.0,10.87.72.1,10.87.64.1,10.87.67.104,255.255.254.0,10.87.66.1,,,9193313_05,1.3.0.1.RC
KCMO,PS4,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.87.72.187,255.255.255.0,10.87.72.1,10.87.73.187,255.255.255.0,10.87.72.1,10.87.64.1,10.87.67.102,255.255.254.0,10.87.66.1,10.87.64.1,,9193313_04,1.3.0.1.RC
KCMO,PSR,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.87.72.195,255.255.255.0,10.87.72.1,10.87.73.195,255.255.255.0,10.87.72.1,10.87.64.1,10.87.67.110,255.255.254.0,10.87.66.1,10.87.64.1,,9193313_04,1.3.0.1.RC
KCMO,SSA1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,,V 4.0.3.19,V 1.49,S 2.52,,1.4.0.10,2073519,,2.38.3 ,No,10.87.72.202,255.255.254.0,10.87.72.1,10.87.73.202,255.255.254.0,10.87.72.1,10.87.64.1,10.87.67.117,255.255.254.0,10.87.66.1,10.87.64.1,,9193313_05,1.3.0.1.RC
KCMO,SSA2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,,V 4.0.3.19,V 1.49,S 2.52,,1.4.0.10,2073519,,2.38.3 ,No,10.87.72.203,255.255.254.0,10.87.72.1,10.87.73.203,255.255.254.0,10.87.72.1,10.87.64.1,10.87.67.118,255.255.254.0,10.87.66.1,10.87.64.1,,9193313_05,1.3.0.1.RC
KCMO,SSB1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.87.72.200,255.255.255.0,10.87.72.1,10.87.73.200,255.255.255.0,10.87.72.1,10.87.64.1,10.87.67.115,255.255.254.0,10.87.66.1,10.87.64.1,,9193313_04,1.3.0.1.RC
KCMO,SSB2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.87.72.201,255.255.255.0,10.87.72.1,10.87.73.201,255.255.255.0,10.87.72.1,10.87.64.1,10.87.67.116,255.255.254.0,10.87.66.1,10.87.64.1,,9193313_04,1.3.0.1.RC
KCMO,SSB3 ,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.87.72.204,255.255.255.0,10.87.72.1,10.87.73.204,255.255.255.0,10.87.72.1,10.87.64.1,10.87.67.113,255.255.254.0,10.87.66.1,10.87.64.1,,9193313_04,1.3.0.1.RC
LASV,SS1,ICR,WL27,V 3.10.212           EPIC-2 CT                V 3.2,,V 4.0.3.19,V 1.49,S 2.52,,1.4.0.10,2073519,,2.38.3 ,Yes,10.110.24.196,255.255.254.0,10.110.24.1,10.110.25.196,255.255.254.0,10.110.24.1,10.110.24.1,10.110.19.111,255.255.254.0,10.110.18.1,10.110.18.1,,9193313_04,1.3.0.1.RC
LASV,SS2,ICR,WL27,V 3.10.212           EPIC-2 CT                V 3.2,,V 4.0.3.19,V 1.49,S 2.52,,1.4.0.10,2073519,,2.38.3 ,Yes,10.110.24.197,255.255.254.0,10.110.24.1,10.110.25.197,255.255.254.0,10.110.24.1,10.110.24.1,10.110.19.112,255.255.254.0,10.110.18.1,10.110.18.1,,9193313_04,1.3.0.1.RC
LNXA,PS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.64.172.186,255.255.254.0,10.64.172.1,10.64.173.186,255.255.254.0,10.64.172.1,10.64.160.1,10.64.163.101,255.255.254.0,10.64.162.1,10.64.160.1,,9193313_04,1.3.0.1.RC
LNXA,PS2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.64.172.187,255.255.254.0,10.64.172.1,10.64.173.187,255.255.254.0,10.64.172.1,10.64.160.1,10.64.163.102,255.255.254.0,10.64.162.1,10.64.160.1,,9193313_04,1.3.0.1.RC
LNXA,PS3,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.64.172.188,255.255.254.0,10.64.172.1,10.64.173.188,255.255.254.0,10.64.172.1,10.64.160.1,10.64.163.103,255.255.254.0,10.64.162.1,10.64.160.1,,9193313_04,1.3.0.1.RC
LNXA,PS4,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.64.172.189,255.255.254.0,10.64.172.1,10.64.173.189,255.255.254.0,10.64.172.1,10.64.160.1,10.64.163.104,255.255.254.0,10.64.162.1,10.64.160.1,,9193313_04,1.3.0.1.RC
LNXA,SS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.64.172.196,255.255.254.0,10.64.172.1,10.64.173.196,255.255.254.0,10.64.172.1,10.64.160.1,10.64.163.111,255.255.254.0,10.64.162.1,10.64.160.1,,9193313_04,1.3.0.1.RC
LNXA,SS2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.64.172.197,255.255.254.0,10.64.172.1,10.64.173.197,255.255.254.0,10.64.172.1,10.64.160.1,10.64.163.112,255.255.254.0,10.64.162.1,10.64.160.1,,9193313_04,1.3.0.1.RC
LNXA,SS3,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.64.172.198,255.255.254.0,10.64.172.1,10.64.173.198,255.255.254.0,10.64.172.1,10.64.160.1,10.64.163.113,255.255.254.0,10.64.162.1,10.64.160.1,,9193313_04,1.3.0.1.RC
LNXA,SS4,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.64.172.199,255.255.254.0,10.64.172.1,10.64.173.199,255.255.254.0,10.64.172.1,10.64.160.1,10.64.163.114,255.255.254.0,10.64.162.1,10.64.160.1,,9193313_04,1.3.0.1.RC
LNXA,SS5,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.64.172.200,255.255.254.0,10.64.172.1,10.64.173.200,255.255.254.0,10.64.172.1,10.64.160.1,10.64.163.115,255.255.254.0,10.64.162.1,10.64.160.1,,9193313_04,1.3.0.1.RC
LNXA,SS6,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.64.172.201,255.255.254.0,10.64.172.1,10.64.173.201,255.255.254.0,10.64.172.1,10.64.160.1,10.64.163.116,255.255.254.0,10.64.162.1,10.64.160.1,,9193313_04,1.3.0.1.RC
LOSA,Lower,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No, 10.65.76.196,255.255.255.0, 10.65.76.1, 10.65.77.196,255.255.255.0, 10.65.76.1,10.64.64.1, 10.65.67.111,255.255.254.0, 10.65.66.1,10.64.64.1,,9193313_04,1.3.0.1.RC
LOSA,Upper,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No, 10.65.76.197,255.255.255.0, 10.65.76.1, 10.65.77.197,255.255.255.0, 10.65.76.1,10.64.64.1, 10.65.67.112,255.255.254.0, 10.65.66.1,10.64.64.1,,9193313_04,1.3.0.1.RC
MANC,SS01,ICR,,,,,,,,,,,,,10.95.72.196,255.255.254.0,10.95.72.1,10.95.73.196 ,255.255.254.0,10.95.72.1,10.95.72.1,10.95.67.111,255.255.254.0,10.95.66.1,10.95.66.1,,,
MANC,SS02,ICR,,,,,,,,,,,,,10.95.72.197 ,255.255.254.0,10.95.72.1,10.95.73.197,255.255.254.0,10.95.72.1,10.95.72.1,10.95.67.112,255.255.254.0,10.95.66.1,10.95.66.1,,,
MARI,PS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.81.184.186,255.255.255.0,10.81.184.1,10.81.185.186,255.255.255.0,10.81.184.1,10.81.176.1,10.81.179.93,255.255.254.0,10.81.178.1,10.81.176.1,,9193313_04,1.3.0.1.RC
MARI,PS2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.81.184.187,255.255.255.0,10.81.184.1,10.81.185.187,255.255.255.0,10.81.184.1,10.81.176.1,10.81.179.95,255.255.254.0,10.81.178.1,10.81.176.1,,9193313_04,1.3.0.1.RC
MARI,PS3,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.81.184.188,255.255.255.0,10.81.184.1,10.81.185.188,255.255.255.0,10.81.184.1,10.81.176.1,10.81.179.97,255.255.254.0,10.81.178.1,10.81.176.1,,9193313_04,1.3.0.1.RC
MARI,PSR,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.81.184.195,255.255.255.0,10.81.184.1,10.81.185.195,255.255.255.0,10.81.184.1,10.81.176.1,10.81.179.99,255.255.254.0,10.81.178.1,10.81.176.1,,9193313_04,1.3.0.1.RC
MARI,SSA1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.81.184.196,255.255.255.0,10.81.184.1,10.81.185.196,255.255.255.0,10.81.184.1,10.81.176.1,10.81.179.101,255.255.254.0,10.81.178.1,10.81.176.1,,9193313_04,1.3.0.1.RC
